task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_41068,URGENT: System failure requires immediate attention.,Critical,2025-08-13,user_40,To Do,2025-05-26,15.35,17.53
TASK_86062,Update user avatars with new icons.,Low,2025-06-24,user_11,Completed,2025-05-23,12.9,12.74
TASK_63429,Conduct mid-cycle review of project progress.,Medium,2025-07-03,user_71,To Do,2025-06-05,4.62,4.31
TASK_73052,Code review required urgently for merge.,High,2025-06-28,user_51,Completed,2025-06-07,11.0,11.12
TASK_92282,Task needs completion before end of the day.,High,2025-08-02,user_26,Completed,2025-05-23,2.38,3.93
TASK_19880,Schedule meeting with stakeholders next week.,Medium,2025-06-21,user_19,To Do,2025-06-03,15.33,15.86
TASK_10786,URGENT: System failure requires immediate attention.,Critical,2025-07-12,user_43,Completed,2025-05-22,10.58,12.47
TASK_78413,High priority task: Resolve server outage now.,Critical,2025-08-02,user_37,In Progress,2025-05-21,8.27,9.1
TASK_58407,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-11,user_36,To Do,2025-05-28,4.58,3.51
TASK_29597,Update user avatars with new icons.,Low,2025-07-03,user_77,To Do,2025-05-27,10.12,12.44
TASK_86457,Prepare for upcoming product launch this week.,High,2025-08-05,,To Do,2025-05-26,13.09,11.16
TASK_31847,Database optimization needed before backup.,High,2025-08-11,user_40,Completed,2025-06-12,11.53,13.6
TASK_25985,Refactor legacy module as per guidelines.,Medium,2025-07-19,user_46,To Do,2025-05-30,15.44,13.64
TASK_79709,Immediate action required: Payment system down.,Critical,2025-06-27,user_64,In Progress,2025-06-17,14.23,15.09
TASK_51044,Code review required urgently for merge.,High,2025-08-07,user_77,Completed,2025-06-09,15.88,15.85
TASK_16877,Code review required urgently for merge.,High,2025-06-23,user_6,To Do,2025-06-07,15.65,13.7
TASK_36215,Update user avatars with new icons.,Low,2025-07-25,user_65,Completed,2025-05-22,3.94,7.8
TASK_36928,Refactor legacy module as per guidelines.,Medium,2025-08-14,user_10,To Do,2025-06-10,11.98,14.11
TASK_76878,Enhance logging for future debugging.,Low,2025-07-24,user_90,Completed,2025-05-22,6.76,5.93
TASK_21040,Prepare for upcoming product launch this week.,High,2025-06-21,user_98,In Progress,2025-05-28,5.59,5.57
TASK_84272,Update user avatars with new icons.,Low,2025-07-19,,To Do,2025-05-29,2.34,2.59
TASK_71173,Code review required urgently for merge.,High,2025-08-07,user_75,,2025-06-07,11.41,14.91
TASK_33397,Conduct mid-cycle review of project progress.,Medium,2025-07-11,,In Progress,2025-05-26,10.5,12.47
TASK_42940,Schedule meeting with stakeholders next week.,Medium,2025-07-05,user_32,In Progress,2025-06-01,14.73,12.86
TASK_79388,Code review required urgently for merge.,High,2025-07-17,user_76,Completed,2025-06-18,12.25,15.17
TASK_25833,Code review required urgently for merge.,High,2025-07-30,user_17,To Do,2025-06-06,15.12,13.32
TASK_12481,Improve UI consistency across all pages.,Low,2025-07-24,user_13,To Do,2025-05-30,8.96,8.4
TASK_87752,,Low,2025-06-22,user_20,To Do,2025-06-05,14.72,16.28
TASK_91279,Client report must be submitted by evening.,High,2025-07-24,user_77,To Do,2025-06-11,14.08,12.64
TASK_90056,Critical bug in production impacting all users.,Critical,2025-08-04,user_95,In Progress,2025-05-27,15.9,19.72
TASK_59403,Improve UI consistency across all pages.,Low,2025-08-04,user_7,Completed,2025-05-31,10.31,9.62
TASK_75526,Conduct mid-cycle review of project progress.,Medium,2025-07-23,,Completed,2025-06-09,10.04,11.92
TASK_29568,Complete documentation for current sprint.,Medium,2025-07-19,user_32,To Do,2025-06-11,14.07,13.67
TASK_53012,Code review required urgently for merge.,High,2025-08-05,user_18,Completed,2025-06-17,10.54,13.55
TASK_51901,Critical bug in production impacting all users.,Critical,2025-07-17,user_56,To Do,2025-05-28,3.31,1.82
TASK_24867,Coordinate with design team on layout feedback.,Medium,2025-07-06,user_58,To Do,2025-05-27,9.14,8.86
TASK_86948,,Low,2025-07-15,user_57,To Do,2025-06-02,10.68,9.61
TASK_26198,Database optimization needed before backup.,High,2025-08-16,user_67,Completed,2025-05-31,9.35,9.45
TASK_87318,Database optimization needed before backup.,High,2025-06-26,user_43,,2025-06-06,10.3,9.49
TASK_44664,Complete documentation for current sprint.,Medium,2025-08-01,user_29,In Progress,2025-06-18,15.72,16.84
TASK_11286,Clean up old branches from repository.,Low,2025-08-13,user_94,To Do,2025-06-08,10.07,10.22
TASK_34723,Code review required urgently for merge.,High,2025-08-13,user_49,In Progress,2025-06-05,11.03,11.45
TASK_13319,High priority task: Resolve server outage now.,Critical,2025-07-19,user_31,In Progress,2025-05-31,2.93,3.09
TASK_24954,Clean up old branches from repository.,Low,2025-07-10,user_78,To Do,2025-06-11,9.91,12.63
TASK_94765,Conduct mid-cycle review of project progress.,Medium,2025-08-05,,Completed,2025-05-20,4.89,3.59
TASK_99916,Conduct mid-cycle review of project progress.,Medium,2025-08-06,user_31,,2025-05-20,6.37,9.72
TASK_36134,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-24,,Completed,2025-05-21,5.88,4.94
TASK_87299,Improve UI consistency across all pages.,Low,2025-08-12,user_12,To Do,2025-05-21,12.94,13.35
TASK_22349,Schedule meeting with stakeholders next week.,Medium,2025-08-07,user_4,In Progress,2025-06-03,11.99,15.78
TASK_88598,Critical bug in production impacting all users.,Critical,2025-07-23,user_86,In Progress,2025-06-05,5.04,3.84
TASK_53252,Coordinate with design team on layout feedback.,,2025-06-25,user_56,To Do,2025-06-13,6.8,6.46
TASK_92392,Complete documentation for current sprint.,Medium,2025-07-26,,In Progress,2025-06-09,3.36,6.54
TASK_24261,Immediate action required: Payment system down.,Critical,2025-06-23,user_46,Completed,2025-06-02,12.16,10.76
TASK_95069,Coordinate with design team on layout feedback.,Medium,2025-08-10,user_70,To Do,2025-06-01,9.18,10.64
TASK_49658,Task needs completion before end of the day.,High,2025-08-15,,Completed,2025-05-27,14.04,17.45
TASK_10089,Database optimization needed before backup.,High,2025-06-24,user_47,,2025-06-10,14.1,14.05
TASK_69033,Enhance logging for future debugging.,Low,2025-07-27,user_78,Completed,2025-06-10,13.31,14.97
TASK_26713,Task needs completion before end of the day.,High,2025-07-15,user_5,To Do,2025-06-04,13.86,14.44
TASK_59690,Code review required urgently for merge.,High,2025-07-27,user_73,Completed,2025-06-10,3.6,4.86
TASK_23768,Critical bug in production impacting all users.,Critical,2025-07-12,,To Do,2025-06-09,10.09,12.97
TASK_34011,High priority task: Resolve server outage now.,Critical,2025-07-12,user_29,To Do,2025-05-29,7.88,8.35
TASK_70467,High priority task: Resolve server outage now.,Critical,2025-07-18,user_56,In Progress,2025-06-09,7.86,11.15
TASK_98244,Schedule meeting with stakeholders next week.,Medium,2025-07-09,user_6,Completed,2025-05-29,14.51,18.12
TASK_56867,URGENT: System failure requires immediate attention.,Critical,2025-08-08,user_70,In Progress,2025-05-20,4.81,7.2
TASK_70717,Database optimization needed before backup.,High,2025-07-09,user_36,In Progress,2025-06-01,12.19,15.28
TASK_54298,Conduct mid-cycle review of project progress.,Medium,2025-06-25,user_19,To Do,2025-05-20,9.64,13.05
TASK_39255,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-12,user_56,To Do,2025-05-21,9.49,11.06
TASK_33302,Code review required urgently for merge.,,2025-07-29,user_7,In Progress,2025-05-31,4.76,8.47
TASK_19576,URGENT: System failure requires immediate attention.,Critical,2025-06-28,user_31,To Do,2025-05-22,12.12,13.47
TASK_56803,Complete documentation for current sprint.,Medium,2025-07-06,user_59,To Do,2025-06-01,8.21,9.2
TASK_75134,Task needs completion before end of the day.,High,2025-07-19,user_90,To Do,2025-05-23,9.04,11.65
TASK_45006,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-09,user_38,To Do,2025-05-28,4.04,2.78
TASK_46417,Refactor legacy module as per guidelines.,Medium,2025-07-26,user_96,Completed,2025-05-21,13.84,16.73
TASK_94907,Critical bug in production impacting all users.,Critical,2025-06-27,user_27,To Do,2025-06-13,7.9,10.82
TASK_26979,Clean up old branches from repository.,Low,2025-07-10,user_13,,2025-06-14,9.73,11.3
TASK_15663,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-04,user_91,Completed,2025-06-01,11.93,14.87
TASK_33876,Schedule meeting with stakeholders next week.,Medium,2025-06-22,user_87,To Do,2025-06-13,6.76,6.69
TASK_81782,,High,2025-08-15,user_63,To Do,2025-05-20,13.78,17.02
TASK_80483,,Low,2025-07-18,user_89,Completed,2025-06-12,15.26,15.82
TASK_67424,Schedule meeting with stakeholders next week.,Medium,2025-07-23,user_61,In Progress,2025-06-02,13.86,17.62
TASK_33743,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-15,user_51,,2025-06-12,3.53,5.12
TASK_22042,High priority task: Resolve server outage now.,Critical,2025-06-30,user_78,In Progress,2025-05-28,12.25,15.26
TASK_54713,Enhance logging for future debugging.,Low,2025-08-01,user_80,Completed,2025-05-31,2.61,5.9
TASK_31985,Improve UI consistency across all pages.,Low,2025-07-14,user_39,Completed,2025-06-11,8.71,10.65
TASK_32437,Refactor legacy module as per guidelines.,Medium,2025-08-15,user_51,Completed,2025-05-31,12.69,11.25
TASK_24279,Enhance logging for future debugging.,Low,2025-07-02,user_63,In Progress,2025-05-21,5.22,6.95
TASK_94881,Coordinate with design team on layout feedback.,Medium,2025-07-06,user_12,To Do,2025-06-08,10.37,12.44
TASK_62613,Refactor legacy module as per guidelines.,Medium,2025-07-23,user_76,Completed,2025-06-02,10.15,8.59
TASK_86232,Immediate action required: Payment system down.,Critical,2025-08-14,user_43,In Progress,2025-06-11,13.92,13.49
TASK_62746,Critical bug in production impacting all users.,Critical,2025-07-07,user_6,Completed,2025-06-15,8.09,9.79
TASK_29814,Conduct mid-cycle review of project progress.,Medium,2025-08-14,user_26,In Progress,2025-06-04,5.6,6.09
TASK_50180,Update user avatars with new icons.,Low,2025-07-14,user_89,Completed,2025-06-06,3.34,7.15
TASK_98878,Immediate action required: Payment system down.,,2025-07-16,user_90,To Do,2025-05-22,5.04,3.87
TASK_43547,Update user avatars with new icons.,Low,2025-08-08,user_72,In Progress,2025-05-25,5.76,7.09
TASK_20353,High priority task: Resolve server outage now.,,2025-06-22,user_70,To Do,2025-06-01,8.36,11.32
TASK_97003,Enhance logging for future debugging.,Low,2025-07-27,user_88,To Do,2025-06-13,6.73,10.45
TASK_47650,URGENT: System failure requires immediate attention.,Critical,2025-08-10,user_21,In Progress,2025-05-29,9.41,9.46
TASK_20106,Update user avatars with new icons.,,2025-06-25,user_49,To Do,2025-06-15,5.46,3.52
TASK_49896,URGENT: System failure requires immediate attention.,,2025-07-30,user_90,To Do,2025-06-03,15.28,15.77
TASK_98363,URGENT: System failure requires immediate attention.,Critical,2025-07-19,user_25,To Do,2025-06-12,2.28,4.24
TASK_94288,URGENT: System failure requires immediate attention.,,2025-08-12,user_56,To Do,2025-05-25,9.48,11.91
TASK_27428,URGENT: System failure requires immediate attention.,Critical,2025-07-29,user_35,To Do,2025-06-16,5.67,7.25
TASK_30885,,Medium,2025-07-26,user_52,In Progress,2025-05-31,10.69,9.78
TASK_60533,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-19,user_92,In Progress,2025-05-25,5.04,8.31
TASK_22138,Organize code comments and improve readability.,Low,2025-08-11,user_100,In Progress,2025-05-31,6.39,5.94
TASK_96263,Refactor legacy module as per guidelines.,,2025-08-17,user_72,,2025-05-24,13.43,14.73
TASK_69082,Task needs completion before end of the day.,High,2025-07-15,user_25,To Do,2025-06-09,15.42,18.63
TASK_40704,Code review required urgently for merge.,High,2025-07-12,user_89,Completed,2025-06-04,14.74,17.69
TASK_17342,URGENT: System failure requires immediate attention.,Critical,2025-07-03,user_79,Completed,2025-06-04,13.48,17.12
TASK_83644,Schedule meeting with stakeholders next week.,Medium,2025-07-05,user_79,Completed,2025-05-27,5.55,4.66
TASK_87500,Schedule meeting with stakeholders next week.,Medium,2025-08-01,user_43,Completed,2025-06-04,7.64,6.27
TASK_96269,High priority task: Resolve server outage now.,Critical,2025-08-11,user_53,In Progress,2025-05-29,2.38,4.67
TASK_95080,Critical bug in production impacting all users.,Critical,2025-06-19,user_68,To Do,2025-05-26,12.56,10.83
TASK_61498,Refactor legacy module as per guidelines.,Medium,2025-06-30,user_65,Completed,2025-06-08,12.83,13.28
TASK_71926,Complete documentation for current sprint.,Medium,2025-07-26,user_1,To Do,2025-06-16,5.7,3.91
TASK_63020,Improve UI consistency across all pages.,Low,2025-07-11,,In Progress,2025-05-24,5.66,4.91
TASK_67357,Task needs completion before end of the day.,,2025-08-11,user_10,In Progress,2025-06-04,13.99,15.85
TASK_91025,URGENT: System failure requires immediate attention.,Critical,2025-08-08,user_10,To Do,2025-06-06,13.87,14.25
TASK_74504,Complete documentation for current sprint.,Medium,2025-07-13,user_57,To Do,2025-05-23,5.74,8.55
TASK_64367,Task needs completion before end of the day.,High,2025-07-19,user_73,Completed,2025-05-22,2.48,0.95
TASK_75273,Database optimization needed before backup.,High,2025-08-08,,To Do,2025-05-21,4.74,4.84
TASK_94672,Task needs completion before end of the day.,High,2025-07-30,user_37,In Progress,2025-06-07,15.15,18.44
TASK_63596,Clean up old branches from repository.,Low,2025-07-01,user_44,To Do,2025-06-03,14.84,17.83
TASK_55137,Database optimization needed before backup.,High,2025-07-26,user_81,,2025-06-06,4.34,3.72
TASK_56284,Clean up old branches from repository.,Low,2025-07-06,user_5,Completed,2025-05-22,13.6,12.29
TASK_79303,Complete documentation for current sprint.,Medium,2025-07-22,,In Progress,2025-05-23,12.24,12.95
TASK_41160,Organize code comments and improve readability.,Low,2025-08-17,user_30,In Progress,2025-05-25,9.03,10.94
TASK_20951,Clean up old branches from repository.,,2025-06-25,user_10,In Progress,2025-06-01,12.67,12.73
TASK_38965,Client report must be submitted by evening.,High,2025-07-15,user_45,To Do,2025-05-20,14.32,16.11
TASK_78964,Client report must be submitted by evening.,High,2025-07-12,user_93,Completed,2025-05-26,8.74,10.3
TASK_41475,Immediate action required: Payment system down.,Critical,2025-08-12,user_51,In Progress,2025-05-26,3.48,5.86
TASK_51697,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-24,user_36,In Progress,2025-06-13,6.84,9.48
TASK_62855,Refactor legacy module as per guidelines.,Medium,2025-07-02,user_2,In Progress,2025-06-15,15.46,17.44
TASK_77979,Conduct mid-cycle review of project progress.,Medium,2025-06-22,user_8,Completed,2025-05-24,6.98,8.91
TASK_94056,URGENT: System failure requires immediate attention.,Critical,2025-07-02,user_47,,2025-06-10,2.93,5.01
TASK_34654,,Medium,2025-08-16,user_38,Completed,2025-06-18,11.15,10.09
TASK_19828,Database optimization needed before backup.,High,2025-07-12,user_39,In Progress,2025-05-24,4.52,4.12
TASK_29007,URGENT: System failure requires immediate attention.,Critical,2025-07-01,user_100,Completed,2025-06-11,12.53,14.07
TASK_63451,Update user avatars with new icons.,Low,2025-08-13,user_32,In Progress,2025-06-14,10.04,12.35
TASK_98780,Improve UI consistency across all pages.,Low,2025-07-11,user_57,In Progress,2025-05-31,14.69,15.94
TASK_37283,URGENT: System failure requires immediate attention.,Critical,2025-07-14,user_59,To Do,2025-06-05,8.33,6.89
TASK_30978,Immediate action required: Payment system down.,Critical,2025-07-31,user_48,In Progress,2025-06-18,7.05,8.37
TASK_87428,Conduct mid-cycle review of project progress.,Medium,2025-06-23,user_31,Completed,2025-06-18,5.82,9.14
TASK_92011,Prepare for upcoming product launch this week.,High,2025-07-19,user_5,In Progress,2025-06-04,8.43,7.01
TASK_64848,Enhance logging for future debugging.,Low,2025-08-16,user_14,Completed,2025-06-14,10.01,8.79
TASK_10285,Code review required urgently for merge.,High,2025-07-21,user_53,In Progress,2025-06-14,5.84,8.92
TASK_17236,URGENT: System failure requires immediate attention.,Critical,2025-08-08,user_74,To Do,2025-05-24,4.97,3.2
TASK_35265,Schedule meeting with stakeholders next week.,Medium,2025-07-21,user_59,To Do,2025-06-13,10.77,12.85
TASK_38489,Clean up old branches from repository.,Low,2025-07-16,user_42,In Progress,2025-06-07,9.41,10.9
TASK_14930,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-08,user_75,Completed,2025-05-27,2.7,4.53
TASK_52279,Organize code comments and improve readability.,Low,2025-07-03,user_22,To Do,2025-05-26,14.23,15.75
TASK_24978,Prepare for upcoming product launch this week.,High,2025-07-04,user_42,In Progress,2025-06-15,2.05,4.9
TASK_52197,High priority task: Resolve server outage now.,Critical,2025-07-23,user_53,Completed,2025-06-04,15.65,15.02
TASK_73504,Refactor legacy module as per guidelines.,Medium,2025-07-18,user_74,In Progress,2025-05-30,4.28,5.98
TASK_14354,Task needs completion before end of the day.,High,2025-06-27,user_71,In Progress,2025-06-13,14.96,14.33
