task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_06196,believe positive talk shoulder focus want authority discover.,Low,2025-05-25,user_35,In Progress,2025-05-06,5.8063164968124354,5.958576635044692
TASK_06197,,Medium,2025-06-18,user_7,Blocked,2025-05-10,10.276357224648546,8.791353839490423
TASK_06198,other weight couple red ask station spend american drop scene first. <br>,High,2025-07-08,user_54,To Do,2025-05-25,5.956748353995559,4.948509399949918
TASK_06199,give blue how have. <br>,High,2025-07-25,user_65,To Do,2025-05-27,6.236147655785716,6.89526617728531
TASK_06200,open prepare magazine study wrong. asap,Low,2025-06-11,user_46,To Do,2025-04-15,7.2273186632525785,2.6483971735926826
TASK_06201,establish participant speak thousand realize campaign reason control world. please do it asap,Critical,2025-04-29,user_99,Done,2025-04-10,10.75073319158335,11.579402463418567
TASK_06202,traditional for avoid measure.,High,2025-05-31,user_87,In Progress,2025-05-30,7.383807696025072,6.313791583194671
TASK_06203,be investment grow office could fine much election pay pay before against enter.,Medium,2025-05-27,user_75,To Do,2025-04-21,7.870489964363548,6.747288503504515
TASK_06204,dinner as public democratic fall.,Medium,2025-06-17,user_100,To Do,2025-05-13,4.907368648783205,4.642436968564487
TASK_06205,medical tonight wide none quite data really.,Medium,2025-06-18,user_51,In Progress,2025-05-03,5.24556067875298,5.720718317808286
TASK_06206,scientist everybody little move operation family or them common door action magazine respond.,Medium,2025-07-01,user_59,To Do,2025-06-02,9.724442037927638,8.323955017332484
TASK_06207,cup particular interesting book job want follow green there four gas parent perhaps.,Medium,2025-04-28,user_70,Done,2025-04-21,13.262640871610655,14.915933300092568
TASK_06208,color view character employee down same tree.,High,2025-06-21,user_33,To Do,2025-05-21,8.767019985054102,11.176009807924533
TASK_06209,billion record want condition follow itself center kitchen attack really structure. 🔥,Medium,2025-07-26,user_35,To Do,2025-06-01,7.875697091359263,9.51590313865303
TASK_06210,until professional list figure pay name effect economy pm energy likely.,Medium,2025-06-11,user_14,Done,2025-04-28,5.379611421201162,3.5028599973663814
TASK_06211,positive scientist that executive show member blood. please do it asap,,2025-05-09,user_49,To Do,2025-04-11,5.023592794165228,6.32073492344248
TASK_06212,develop than door heart different mouth attention avoid stage along.,High,2025-06-11,user_58,In Progress,2025-05-20,8.876147151106142,8.802049847780467
TASK_06213,,Medium,2025-06-16,,To Do,2025-05-21,9.23709998984421,7.89098887115982
TASK_06214,serious opportunity visit glass south conference campaign increase student.,High,2025-07-16,user_82,In Progress,2025-06-01,9.466820885811838,12.571208227496893
TASK_06215,police star method away identify yourself southern.,Medium,2025-07-02,user_56,Done,2025-05-26,8.624535752281126,6.246109737993654
TASK_06216,himself out act responsibility because how out hit quickly two. please do it asap,Medium,2025-05-05,user_76,In Progress,2025-05-02,7.3934094974142885,9.516274140379094
TASK_06217,everything deep republican attorney throw response trip today various. please do it asap,High,2025-07-05,user_51,In Progress,2025-06-04,8.94111733482341,9.798415341675689
TASK_06218,,High,2025-04-29,user_90,To Do,2025-04-25,5.7481429912653965,4.661206769768478
TASK_06219,,High,2025-06-06,user_11,To Do,2025-06-01,12.071915511324026,15.21714782445044
TASK_06220,leader decision whose far order save continue board ahead music third eight treat benefit stuff once campaign. <br>,High,2025-06-12,user_43,To Do,2025-04-22,7.293003652850756,7.641830799433947
TASK_06221,maintain bill finally mother positive over director such affect.,Low,2025-07-09,user_33,To Do,2025-06-03,3.5719466198645087,4.70386009277895
TASK_06222,skill baby business various create there choice from.,Medium,2025-06-12,user_50,Blocked,2025-05-29,12.768413485320197,13.801245402336635
TASK_06223,wish themselves exist no great should get identify institution suggest could.,Medium,2025-06-04,user_39,To Do,2025-05-31,6.13040219899394,4.284857108485792
TASK_06224,less collection weight report forget suggest daughter hot think top word actually sea.,High,2025-07-07,user_29,To Do,2025-05-10,8.353421294698464,9.926828215348138
TASK_06225,pay south trip letter report manager.,Medium,2025-07-05,user_8,Done,2025-05-19,3.736516151952454,5.7397502412850905
TASK_06226,step shake trade cultural lose card hair goal already challenge treat husband do.,Low,2025-06-04,user_63,Done,2025-04-12,11.294140214512076,13.101578130746224
TASK_06227,action sometimes shake skill rest party.,Low,2025-06-08,user_51,Blocked,2025-05-07,2.9297427290969997,3.6014200232555704
TASK_06228,,Medium,2025-06-01,user_41,To Do,2025-04-15,8.736316085343784,8.970326789682822
TASK_06229,sure appear film put job property move she share.,High,2025-05-31,,,2025-04-11,8.577248677217074,6.127753694017217
TASK_06230,home anyone speak prove air stuff know fine by ball floor democrat per since visit. please do it asap,Medium,2025-06-04,user_11,Done,2025-05-07,7.063390235710754,9.157103705356775
TASK_06231,including tough hospital pm subject debate scientist option soon garden young think modern provide young meet subject.,High,2025-07-05,user_7,In Progress,2025-05-29,4.504011983519281,3.3717390614215104
TASK_06232,administration character strategy cup force citizen place speech follow knowledge side want fill part house street property.,Medium,2025-07-07,user_13,In Progress,2025-05-30,5.699055161566028,4.9414430003626695
TASK_06233,,Critical,2025-07-16,user_13,Done,2025-05-29,11.43082410861861,15.573934087590235
TASK_06234,never attorney stay western couple some book go possible race piece.,Low,2025-04-21,user_16,To Do,2025-04-14,12.109485737045883,10.998418749753965
TASK_06235,vote throw already term at general under executive method section simple room.,Low,2025-05-18,user_95,In Progress,2025-04-22,7.580801477327051,6.767134405505889
TASK_06236,price prevent crime family writer. 🔥,,2025-06-14,user_92,To Do,2025-05-16,8.245988472088804,8.341211305631688
TASK_06237,college though take throughout some during discuss protect participant possible since job health story away. <br>,Critical,2025-04-16,user_83,Done,2025-04-11,10.828676188835086,14.471645834052651
TASK_06238,affect local notice ever understand national hope police himself score local face yes war decide talk case truth determine. !!!,Critical,2025-05-28,user_73,Done,2025-04-16,9.51650632659503,8.14809535880233
TASK_06239,much career color minute board behavior wife live shoulder center. asap,High,2025-05-06,user_75,In Progress,2025-04-12,13.132706980177357,15.80598716783732
TASK_06240,kitchen fire else community meet drug time.,High,2025-05-16,user_26,In Progress,2025-04-19,11.537652176173388,11.091918661918305
TASK_06241,long last anything protect ahead heavy upon lose raise growth.,High,2025-06-03,user_18,In Progress,2025-04-08,9.081862169445792,7.340760573301106
TASK_06242,fish water design lay happy one start base song collection west move. !!!,High,2025-05-18,user_39,To Do,2025-04-09,7.015870942016059,9.151171016714327
TASK_06243,short his nature suddenly remain either program hard purpose time provide. thanks!,High,2025-06-24,user_69,To Do,2025-06-04,1.0,-0.09969333680560322
TASK_06244,partner market audience administration. please do it asap,Low,2025-05-26,user_97,In Progress,2025-05-14,8.34618794318858,7.512937728654169
TASK_06245,himself statement bit instead brother number necessary investment end again performance relationship stock. <br>,Critical,2025-05-09,user_58,To Do,2025-05-06,8.490604421470884,8.09618479025066
TASK_06246,city behavior under strong picture fear career over owner without buy region myself table red.,High,2025-05-14,user_66,To Do,2025-05-01,6.267177324491795,11.501778432288397
TASK_06247,at least can clear election out these personal cultural attorney born hit.,High,2025-04-15,user_12,Blocked,2025-04-13,4.503713089675874,5.014129850820805
TASK_06248,rise author statement guy democrat house those per culture trip buy movement red less more important follow report.,Medium,2025-06-13,user_68,Done,2025-04-30,6.841187786951261,5.34872464345806
TASK_06249,affect what act win walk perform free lawyer might our throw wrong before head ground court.,High,2025-06-26,user_49,To Do,2025-05-29,5.58115180117812,4.673957576491706
TASK_06250,that ahead lay interesting ten.,Low,2025-05-15,user_41,In Progress,2025-04-18,7.56033917242695,5.747921854652082
TASK_06251,religious listen then right or cost again.,Critical,2025-06-07,user_19,Blocked,2025-05-19,5.017924037927972,2.9390995899580594
TASK_06252,wrong writer policy instead seat call central hot game.,Low,2025-04-18,user_98,To Do,2025-04-10,7.437657771389995,8.79193725705209
TASK_06253,region play onto choose administration mr his weight arrive. 🔥,High,2025-06-20,user_17,To Do,2025-05-28,13.12604093156267,13.07650230816937
TASK_06254,court campaign give focus science great thought team course vote business summer expect. <br>,Low,2025-06-16,user_76,In Progress,2025-05-05,1.65960501339576,-1.4294525741141548
TASK_06255,money tv take movie rich sound policy week federal raise mind. thanks!,High,2025-06-14,user_84,Blocked,2025-04-22,5.594612269269909,5.324675926038145
TASK_06256,,Medium,2025-06-10,,To Do,2025-04-18,3.2637036064725358,1.9379649606720724
TASK_06257,tonight how sort future industry also watch tv gun interesting.,High,2025-04-25,user_64,To Do,2025-04-14,4.165851020649725,3.4228682989504073
TASK_06258,bill land west heart watch capital compare sometimes since only on bank model describe there process just teacher take. thanks!,High,2025-07-02,user_48,To Do,2025-05-23,4.720397750597417,4.237121577742662
TASK_06259,person improve piece american how case will film discussion church nature type big student those everyone consider mouth.,,2025-06-27,user_83,In Progress,2025-05-24,7.802440444138728,7.859457127649335
TASK_06260,summer bit prove bank daughter. 🔥,Medium,2025-06-12,user_35,To Do,2025-05-02,8.77893211674811,12.819843821972933
TASK_06261,support century prevent able magazine movement together another spring.,Critical,2025-06-01,user_75,To Do,2025-05-09,4.870198942045905,1.3275882695994707
TASK_06262,,High,2025-07-18,user_75,,2025-05-24,10.643577681217609,8.714794632911175
TASK_06263,choose grow several magazine institution these gas cold inside never health turn collection lawyer. thanks!,Medium,2025-05-15,user_11,Done,2025-05-06,11.52350103002698,12.174458682024625
TASK_06264,everything control outside per magazine plant current great heavy heavy painting cell.,Low,2025-06-27,user_37,In Progress,2025-05-05,5.928852136062686,1.4072481119964895
TASK_06265,low yeah pull various fill scene deal wide cover heavy forget marriage choice indeed. <br>,High,2025-06-06,user_36,,2025-05-10,7.698153252647573,8.390234945493527
TASK_06266,power enter range similar job.,High,2025-06-01,user_84,Blocked,2025-05-27,5.50861108403004,5.34949529360845
TASK_06267,beyond modern today nice science paper.,Low,2025-06-06,,In Progress,2025-05-08,5.976689610481397,3.2895134752032202
TASK_06268,either test upon once vote garden can seat human interest investment.,High,2025-07-09,user_78,Done,2025-06-05,8.609429782953358,5.817996046369375
TASK_06269,early enough bag speech threat air particular.,Medium,2025-05-05,user_50,To Do,2025-04-11,7.800134899117654,9.377260656334961
TASK_06270,society could deep writer avoid.,Low,2025-06-07,user_75,To Do,2025-04-13,6.546842968254785,5.804407020231878
TASK_06271,over information throughout six old chair energy remain couple manage game.,Medium,2025-06-07,user_95,In Progress,2025-05-26,9.616305739392637,9.274295597830372
TASK_06272,cold country edge field above ability ground.,High,2025-05-25,user_36,To Do,2025-05-14,7.954984961608108,4.3112953936223875
TASK_06273,government deep together kind indeed during stock whatever general art agree region us.,Medium,2025-06-11,user_17,To Do,2025-05-10,7.215800552330464,8.264374003589298
TASK_06274,through hold style old everything.,Medium,2025-06-27,user_16,To Do,2025-05-31,7.157419847757923,7.840860770116911
TASK_06275,though great federal onto exist home they week family want.,Critical,2025-06-07,user_59,Done,2025-05-13,4.396475361197844,1.8792737040961591
TASK_06276,true power book to run in if during building. <br>,High,2025-05-19,user_64,Blocked,2025-05-07,13.594231614905882,12.689539801442386
TASK_06277,college teach nor idea apply sign unit current condition.,Medium,2025-05-12,user_42,To Do,2025-04-12,9.098764431327202,11.35183246309536
